"objectid","id_no","binomial","presence","origin","seasonal","compiler","yrcompiled","citation","subspecies","subpop","event_year","source","basisofrec","catalog_no","dist_comm","island","tax_comm","legend","kingdom","phylum","class","order_","family","genus","category","latitude","longitude"
1913516,139357011,"Acrogomphus walshi",1,1,1,"R.A. Dow",2018,"R.A. Dow"," ",NA,1948,"Lieftinck 1964","PreservedSpecimen",NA,"","","","Extant (resident)","ANIMALIA","ARTHROPODA","INSECTA","ODONATA","GOMPHIDAE","Acrogomphus","DD",-3.78514,103.54279
1913517,139357011,"Acrogomphus walshi",1,1,1,"R.A. Dow",2018,"R.A. Dow"," ",NA,1925,"Lieftinck 1935","PreservedSpecimen",NA,"","","","Extant (resident)","ANIMALIA","ARTHROPODA","INSECTA","ODONATA","GOMPHIDAE","Acrogomphus","DD",-4.306,102.818
1913518,139357011,"Acrogomphus walshi",1,1,1,"R.A. Dow",2018,"R.A. Dow"," ",NA,1940,"Lieftinck 1941","PreservedSpecimen",NA,"","","","Extant (resident)","ANIMALIA","ARTHROPODA","INSECTA","ODONATA","GOMPHIDAE","Acrogomphus","DD",-5.458,104.71179
1913519,139357011,"Acrogomphus walshi",1,1,1,"R.A. Dow",2018,"R.A. Dow"," ",NA,1939,"Lieftinck 1941","PreservedSpecimen",NA,"","","","Extant (resident)","ANIMALIA","ARTHROPODA","INSECTA","ODONATA","GOMPHIDAE","Acrogomphus","DD",-7.0097,106.8668
1913520,139357011,"Acrogomphus walshi",1,1,1,"R.A. Dow",2018,"R.A. Dow"," ",NA,1940,"Lieftinck 1941","PreservedSpecimen",NA,"","","","Extant (resident)","ANIMALIA","ARTHROPODA","INSECTA","ODONATA","GOMPHIDAE","Acrogomphus","DD",-7.19316,107.05023
