"Species","Date_processed","EOO","AOO","Trends","Pop.size","Criterias","Highest_category"
"Phelsuma ornata",2021-10-25 18:49:35,808,162,-0.018,NA,"LC/NT (A2); EN (B1); EN (B2); NA (C1); NA (D)","EN"
