"Species","Date_processed","EOO","AOO","Trends","Pop.size","Criterias","Highest_category"
"Zosterops mauritianus",2021-10-25 18:35:15,1704,44,0.199,NA,"LC/NT (A2); EN (B1); EN (B2); NA (C1); NA (D)","EN"
