"Species","Date_processed","EOO","AOO","Trends","Pop.size","Criterias","Highest_category"
"Nesoenas mayeri",2021-10-25 18:15:34,2088,470,0.364,1599,"VU (A2); EN (B1); EN (B2); VU (C1); LC/NT (D)","EN"
